Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
135	54.68064	155.20456	273.47754	-114.976715	153.16965	100.10093	239.74504	-104.06414	521.625	935.5	539999	31.715778	31.465921	63.284946	-143.58205	-32.15223	5.165772	9680.615056037903
136	69.51212	154.78519	275.32935	-111.33326	17.412092	77.76766	125.8066	-93.91786	618.8333	369.9	543999	30.90242	31.281437	62.16218	-150.15121	-31.351057	5.188549	9758.456684350967
137	66.85823	102.44268	282.37234	-64.898895	46.587376	155.25887	279.95523	-89.78802	533.125	406.0	547999	30.250702	30.887882	58.71529	-144.26686	-30.692236	5.2240105	9836.836515665054
138	8.574451	121.38953	279.44864	-112.11181	86.607666	158.98178	277.6099	-101.92505	443.44446	503.6	551999	29.343725	30.603405	62.446564	-125.95235	-29.784296	5.373573	9915.918978214264
139	-50.491848	99.185074	276.43613	-126.24163	211.99149	128.41888	276.73337	-109.86832	239.55556	748.1	555999	28.975216	30.771019	63.970943	-135.5038	-29.444855	5.125626	9997.383537054062
140	76.58439	152.03954	274.62012	-105.51188	25.5722	130.13121	263.62564	-110.84125	529.1429	440.4	559999	29.065752	30.954409	63.39096	-145.51581	-29.549387	5.132218	10075.910152435303
141	-17.88519	131.97641	281.71613	-119.63572	79.356186	152.6253	278.62646	-79.34923	277.33334	467.8	563999	29.336807	30.969141	58.51644	-156.66766	-29.82756	5.12124	10155.248745203018
142	174.3304	115.765976	282.137	-19.527285	40.834957	105.22817	280.05884	-72.03398	674.1667	425.8	567999	29.634333	31.006075	69.25359	-172.71094	-30.114527	5.4536104	10234.086114883423
143	77.46219	132.05862	281.4377	-76.75687	277.54773	0.9629894	279.5358	276.38095	503.875	814.9	571999	30.042564	30.723309	72.59266	-154.2685	-30.522394	5.0293527	10316.459968566895
144	40.546806	165.9821	269.51425	-99.347885	-103.43848	5.4664826	-95.21185	-108.2062	806.4	1000.0	575999	30.186275	31.31663	76.65783	-146.59004	-30.677242	5.451933	10400.667399644852
145	-77.160904	7.7629027	-66.407455	-88.106544	-75.209854	5.916817	-65.41562	-84.59744	1000.0	1000.0	579999	30.485552	31.241055	97.43139	-133.25743	-30.960213	5.3756685	10484.926629066467
146	-92.231285	3.0328526	-88.72897	-96.00774	-93.906395	3.747582	-85.24523	-98.05882	1000.0	1000.0	583999	30.36108	31.229364	82.91214	-128.71475	-30.8258	5.4984326	10568.661703109741
147	-71.27109	31.0263	-29.153244	-101.27578	-85.2658	10.757979	-71.34853	-100.44413	1000.0	1000.0	587999	30.324722	30.881727	93.01561	-132.74583	-30.787252	5.046111	10652.187397480011
148	-61.919968	36.394173	-5.213296	-100.83834	61.259552	151.30507	271.35648	-87.229	421.5	486.3	591999	29.688524	30.317902	84.60977	-143.86034	-30.109188	5.1293397	10731.083656311035
149	60.27692	137.27225	281.67355	-72.11595	176.66574	93.15529	267.8228	-26.485111	507.5	903.6	595999	28.804855	30.028395	83.99858	-133.94162	-29.221628	4.778624	10813.67897939682
150	37.892918	104.04821	259.18207	-68.916565	18.042377	94.40807	275.88583	-61.1828	504.77777	395.9	599999	28.259806	30.006998	78.16346	-140.12422	-28.694696	4.793596	10891.755289793015
151	-23.375116	63.80879	91.345955	-101.61139	-41.47255	31.893164	12.5312605	-101.29205	334.83334	266.7	603999	28.146118	30.25523	75.52455	-177.9551	-28.590168	5.173531	10968.106917381287
152	45.973015	68.329315	142.33565	-63.96908	82.453445	77.58076	154.83527	-32.46985	552.0	819.3	607999	28.52746	30.273922	80.72142	-172.40915	-29.012278	4.6578474	11049.001647472382
153	15.293736	113.94724	256.03427	-99.679306	245.33467	73.56157	275.16623	24.816832	458.33334	846.0	611999	29.155607	30.699673	92.61689	-156.90625	-29.601065	4.6029773	11130.536202669144
154	84.327995	153.13458	280.09982	-88.30797	-15.264681	38.426704	64.47643	-66.88118	498.0	285.4	615999	28.924948	30.587881	90.83581	-172.45422	-29.34259	4.643241	11207.308984518051
155	61.578655	147.94199	285.5929	-71.41327	234.19046	74.03854	282.88254	75.37636	402.5	753.7	619999	28.73176	30.471222	85.03061	-148.28842	-29.166656	5.0950274	11288.221997261047
156	14.422421	144.36403	285.57672	-111.22399	-1.7833706	100.89318	268.69244	-98.988106	400.8	328.9	623999	28.740362	30.623465	88.93682	-160.34744	-29.209496	5.0144825	11364.779693365097
157	10.045738	108.26042	283.78662	-99.592804	108.22734	149.41333	282.8041	-62.245052	336.18182	502.5	627999	29.449268	30.723265	100.3429	-163.43532	-29.914015	5.2880287	11443.223632574081
158	67.47566	168.27005	286.2359	-101.4929	51.905823	156.92363	284.4267	-99.636345	411.66666	377.8	631999	30.09631	30.937346	84.29997	-153.962	-30.609709	5.275313	11520.530353069305
159	102.17682	146.4946	280.7669	-73.14986	136.23476	123.781494	276.2235	-61.049923	524.5	636.9	635999	31.197386	31.338045	104.19084	-138.91527	-31.723162	5.349381	11599.62327671051
160	54.96352	158.92336	274.37268	-109.90379	-80.03434	6.8774657	-72.53458	-90.9681	736.3333	1000.0	639999	32.04528	31.77434	101.207634	-147.09662	-32.562603	5.322012	11682.234806060791
161	-45.40201	70.94241	77.095985	-93.02898	-70.69478	47.596386	68.3262	-107.633415	1000.0	1000.0	643999	32.595177	31.588022	88.0091	-147.00029	-33.097446	5.3635516	11765.807039737701
162	-50.36097	73.388626	71.861	-107.72019	-112.01886	0.43479815	-111.520454	-112.60121	1000.0	1000.0	647999	32.68178	31.47046	79.068115	-144.67862	-33.16313	5.4038215	11848.207866668701
163	-105.00581	4.324916	-97.53836	-108.03394	-106.12925	1.6211777	-102.796005	-108.0869	1000.0	1000.0	651999	31.947136	31.135658	80.0621	-151.30049	-32.35719	5.115157	11929.908257722855
164	-76.39401	11.9068165	-62.43423	-88.375565	-42.62821	35.339455	45.459366	-94.9468	1000.0	910.0	655999	30.786505	30.664944	70.31184	-154.33769	-31.195835	5.000192	12010.797403812408
165	52.157276	165.98859	286.6269	-114.39378	-97.83719	11.629616	-63.304058	-105.43972	665.1667	87.3	659999	30.249052	30.665	96.48013	-161.49855	-30.705137	5.0911674	12086.132487773895
166	28.324326	150.67334	286.09882	-105.36577	64.78627	173.6122	281.89447	-102.71065	436.55554	512.4	663999	30.795992	31.35152	103.33933	-140.4999	-31.25896	4.88816	12166.272278785706
167	-23.57233	135.8125	284.90076	-152.90494	284.03217	0.55372304	284.98053	283.13498	430.875	754.6	667999	30.664593	31.730534	112.45046	-148.84163	-31.065432	4.729209	12248.399959564209
168	11.523809	124.16835	285.8318	-114.76416	20.84099	98.29129	284.11697	-89.80678	466.6	340.1	671999	29.957157	31.272203	95.841644	-143.54303	-30.360434	4.8935137	12327.389145374298
169	-64.87895	43.54093	54.645477	-109.60885	76.18588	159.8227	285.79935	-105.396866	310.25	413.7	675999	29.544912	31.132305	87.04856	-131.88892	-29.965109	4.654693	12407.255934476852
170	84.582344	134.92493	285.8979	-50.069256	-105.16628	2.2225847	-102.4392	-108.86096	568.1429	73.9	679999	29.68914	31.369	80.8026	-140.4635	-30.128506	4.682402	12483.566280603409
171	24.330193	129.4705	284.7211	-109.41778	50.962967	93.25715	275.26425	-46.87773	350.83334	470.0	683999	30.0452	31.521229	87.31744	-150.66328	-30.479107	5.2869444	12563.544748306274
172	-11.7234955	144.88544	289.5662	-159.28215	-104.51811	1.0477248	-102.59677	-105.71869	314.15384	67.9	687999	30.36743	31.893219	81.681564	-147.95964	-30.832	5.1611543	12640.03885269165
173	-95.74071	27.09409	-12.984694	-120.31212	32.041035	106.470856	281.81754	-103.36854	191.19048	362.6	691999	30.644152	32.08521	81.256615	-132.67557	-31.073883	5.146704	12719.162050962448
174	-65.51675	118.01343	288.23224	-128.99666	-103.283104	1.6888301	-100.94729	-106.27182	201.05	64.8	695999	30.642454	31.844501	80.91322	-155.78056	-31.065657	5.3917527	12795.583482980728
175	-88.4894	66.1666	285.5014	-106.961754	-25.767258	39.031303	32.567253	-86.554535	92.447365	269.8	699999	30.255915	32.09113	78.8491	-161.99419	-30.682579	5.3727713	12873.403944253922
176	101.56417	113.44798	285.2836	-35.6139	154.4458	105.02537	278.74414	15.579821	511.75	633.8	703999	29.81342	31.9074	76.32012	-153.79366	-30.253944	5.518155	12954.091254711151
177	170.02881	138.93161	288.54282	-49.19318	103.94061	138.65013	286.93503	-86.24107	588.7143	482.2	707999	29.778275	31.760366	91.28686	-128.85938	-30.202324	5.501196	13032.928928613663
178	-19.823893	116.83054	288.22348	-108.41076	185.93039	137.13132	287.84714	-65.95726	316.30768	610.7	711999	30.00981	32.08944	93.17922	-135.46571	-30.473372	5.565542	13112.551792621613
179	15.413136	101.668594	288.36588	-108.32429	268.64047	48.27988	286.09576	123.87063	341.36365	753.7	715999	30.72618	32.54663	95.268906	-146.75299	-31.214796	5.785594	13194.267902135849
180	106.45056	154.79117	286.9848	-99.77887	280.58173	1.0219524	281.86182	278.9032	505.375	804.2	719999	31.543554	32.74249	91.66179	-133.10016	-32.020557	5.4489813	13277.065730333328
181	66.124954	169.14226	284.25403	-110.51363	-114.44037	4.5481586	-110.81123	-123.4893	432.5	78.3	723999	32.01389	32.639664	94.224266	-128.2837	-32.499798	5.5350266	13353.556308031082
182	-97.44566	52.813282	113.52656	-165.22316	55.594597	105.633896	267.78632	-45.584072	188.63158	552.7	727999	33.265366	33.39281	97.40034	-127.43993	-33.88129	5.887714	13434.5346763134
183	-75.13775	90.800995	266.06628	-151.84364	-147.54451	33.48904	-102.23241	-206.42165	249.52942	507.1	731999	35.12256	33.899788	91.73184	-138.4027	-35.732025	6.34129	13515.103257656097
184	-92.892624	60.845566	25.724667	-160.48909	-126.13757	44.938793	-33.24111	-190.14313	585.5714	583.4	735999	35.123806	33.386246	100.07318	-136.64694	-35.620945	6.8463182	13596.085825681686
185	-103.78595	44.177837	-34.689957	-181.9319	-110.17914	8.039714	-102.83909	-129.43205	512.5	191.1	739999	33.896664	32.92873	106.9506	-129.7653	-34.347946	6.59794	13674.112656831741
186	-99.27287	42.10362	152.68494	-109.89579	38.491592	106.1029	277.8792	-65.278725	107.86487	437.6	743999	33.445404	33.197914	111.71257	-123.33347	-34.01014	6.691252	13754.296047449112
187	-76.41455	72.84587	67.7	-179.0626	-84.7159	84.27575	109.9637	-133.07596	322.25	247.2	747999	33.648586	33.50269	92.38314	-117.94938	-34.23071	6.7547684	13832.386751413345
188	-77.20543	23.866413	-39.388393	-128.35619	-98.10587	9.030428	-86.93374	-105.62522	291.27274	1000.0	751999	33.792892	33.487823	108.87336	-126.49862	-34.301464	6.7394924	13917.472568750381
189	-107.83805	3.1484222	-104.13401	-113.378624	212.26006	64.73787	254.42032	45.584644	438.3	965.8	755999	33.860207	33.27829	89.35825	-148.75609	-34.434692	6.7278447	14002.33397769928
190	33.050858	158.97581	236.42181	-157.83664	25.698465	35.43939	51.69076	-75.6132	926.75	999.6	759999	34.43856	33.500603	83.047615	-152.51465	-34.998085	6.2280765	14086.852632761002
191	35.518303	143.21704	226.68608	-179.99095	-89.77107	35.122715	-21.498682	-133.48212	844.2	718.4	763999	34.04488	33.040524	100.20697	-136.44598	-34.492344	6.171788	14168.225131988525
192	20.154411	96.30424	117.980644	-80.496	-77.429436	12.678053	-67.31977	-113.83587	1000.0	910.2	767999	32.13162	32.750957	94.1877	-123.73694	-32.52482	5.961364	14250.922188520432
193	108.5071	123.508965	269.35452	-50.33104	61.75199	150.89969	283.3667	-108.66915	740.8	552.9	771999	30.77657	32.109516	97.539536	-135.6547	-31.185581	5.691846	14330.425315141678
194	9.417867	136.89137	284.73706	-111.35869	7.1596193	175.14282	275.8748	-118.36757	408.25	374.4	775999	31.241543	32.61607	155.3708	-120.939445	-31.890738	7.137386	14408.560562849045
195	-103.83386	137.44951	278.6715	-194.07657	-151.84787	3.826011	-146.87329	-157.78593	436.8889	237.5	779999	36.70138	36.67169	186.77994	-139.67493	-37.715443	11.331051	14486.11987066269
196	-154.90587	25.727877	-112.16585	-189.94083	-110.59538	1.4862314	-106.64476	-111.82025	473.2857	1000.0	783999	46.32344	41.733265	194.48122	-129.62169	-47.660385	13.777008	14571.390613079071
197	-135.78697	15.302154	-105.80853	-148.33403	-139.98282	17.190456	-100.46789	-161.08473	394.5	364.6	787999	61.540806	47.64247	185.56464	-132.895	-63.19403	17.12002	14650.92743229866
198	-145.20085	27.162172	-75.22564	-186.9113	-128.7847	11.615723	-116.94297	-151.1868	326.72726	93.9	791999	73.29337	50.13436	168.90182	-145.02745	-74.77077	16.878433	14727.732357740402
199	-150.55702	16.409792	-139.16248	-212.5167	-147.92862	1.8761472	-144.93901	-151.73062	239.05556	226.1	795999	78.18008	49.922905	146.40685	-133.22769	-79.36895	16.56	14806.00581240654
200	-146.41658	22.73846	-76.86464	-173.07175	-148.83734	4.3216434	-141.20187	-155.05882	338.66666	219.1	799999	77.30415	47.9412	139.9098	-179.57138	-78.18108	15.826379	14884.223770141602
201	-138.10579	21.871107	-108.055695	-164.56738	-114.794174	2.2045171	-109.76174	-116.51519	533.0	1000.0	803999	73.549194	46.095715	136.94063	-141.64172	-74.42198	14.2108135	14969.53067779541
202	-106.92061	2.7850113	-104.84672	-111.71347	-112.85307	0.45047727	-111.83911	-113.78955	1000.0	1000.0	807999	70.98	44.722626	134.79443	-156.22137	-71.85003	14.785296	15053.784960508347
203	-108.63674	1.1809126	-107.1373	-110.44696	-141.19456	28.345474	-112.80086	-192.1246	1000.0	786.4	811999	68.101425	43.21441	115.34715	-146.00757	-68.88911	13.448875	15136.517881631851
204	-99.30907	34.4462	-45.83403	-135.10397	-82.80023	45.876213	-42.54258	-186.1891	691.0	958.4	815999	64.66663	41.90526	100.63732	-138.6083	-65.41623	11.854967	15220.049931526184
205	-70.21598	38.959328	-9.958503	-121.09761	-73.409096	13.705398	-50.006886	-97.02933	579.1429	1000.0	819999	60.959965	40.01125	103.82631	-133.48337	-61.59543	11.822459	15304.587931156158
206	-35.597733	54.721004	13.732145	-127.34263	-100.50649	33.5675	-52.87438	-155.51997	860.25	860.4	823999	56.36476	38.489372	103.22348	-134.26744	-56.8647	9.616485	15388.272505998611
207	-66.918846	38.375668	-29.6517	-118.83692	-72.66156	56.609318	92.494415	-112.942924	981.75	441.0	827999	50.32318	37.34352	115.34871	-140.22081	-50.756584	10.127922	15467.860494613647
208	55.087097	83.44586	145.47362	-103.30623	234.06409	25.044905	264.47357	201.77707	816.8	990.6	831999	45.254196	35.81231	114.30999	-136.445	-45.64006	9.193282	15553.503186225891
209	88.052635	118.595695	236.35449	-92.39045	197.06358	135.61926	280.82867	-89.74196	658.0	712.3	835999	40.736767	34.5147	91.20044	-131.3033	-41.128204	8.430162	15636.526410579681
210	121.30451	127.63342	281.7459	-86.03831	240.96883	89.545876	283.8614	0.8123401	654.6667	710.8	839999	37.27777	33.2956	82.16617	-159.54059	-37.669697	7.316289	15720.38988995552
211	134.37445	151.99417	285.05472	-76.68325	28.837652	51.62078	169.25385	-25.929962	552.25	391.8	843999	35.17426	32.276566	79.478134	-132.93495	-35.595276	6.805366	15800.455356836319
212	158.28139	127.6707	283.4263	-4.6873465	109.88837	112.77279	280.66382	-99.24214	643.1667	566.3	847999	33.490776	32.436893	68.21953	-128.68079	-33.899094	6.6742663	15882.476598739624
213	141.8691	101.40721	285.8409	-20.322172	176.78091	159.32176	282.45703	-82.47546	613.8571	602.6	851999	32.230064	31.76097	75.073265	-122.8075	-32.652477	6.4769754	15964.850514650345
214	55.482784	159.902	283.64636	-93.11484	222.54935	124.280716	283.5764	-105.97482	406.77777	682.7	855999	31.152458	31.359777	62.283268	-125.81551	-31.559671	5.801468	16048.59015917778
215	191.70471	112.87134	284.637	-30.523834	117.60498	138.35802	282.7691	-45.023113	685.5	518.9	859999	30.388903	30.891687	70.75771	-133.35532	-30.796087	6.3249874	16130.664195299149
216	101.573654	116.77024	282.23343	-55.136536	252.40854	81.4668	280.77774	8.0219755	536.75	748.6	863999	29.656733	30.661499	62.36807	-134.61572	-30.063066	5.8129845	16214.84581375122
217	131.00804	146.47552	286.4466	-59.322334	-39.03645	25.36753	12.3877325	-63.0623	558.2857	241.9	867999	28.964933	30.761068	59.157738	-139.68925	-29.380995	6.30699	16292.951323509216
218	22.161858	103.44452	283.60953	-62.137665	-43.55019	50.27998	41.465195	-110.357216	366.63635	229.3	871999	28.63285	30.69765	65.48261	-130.87947	-29.04788	5.8087053	16372.665480136871
219	75.589035	109.04067	285.60764	-61.137596	196.03618	116.807495	285.82455	-13.994734	480.375	637.6	875999	28.925936	30.490908	59.930836	-143.54495	-29.356329	6.082217	16456.385716676712
220	170.69223	133.68826	286.85223	2.7093046	-72.460495	73.87705	148.54623	-102.662254	595.0	140.2	879999	29.080488	30.613916	66.23364	-160.31978	-29.524832	5.5620594	16534.955827474594
221	93.38721	110.94798	286.24316	-90.85575	137.16081	152.9991	284.34906	-83.9534	510.42856	526.4	883999	29.478373	30.686543	61.526417	-132.53474	-29.905249	5.729123	16616.906559705734
222	178.70915	130.15944	287.06097	-59.033882	138.90556	159.05133	284.23392	-98.931465	620.8571	524.5	887999	29.39019	30.861177	81.348915	-128.26396	-29.810602	5.9129715	16697.956645965576
223	154.09721	149.56998	284.57916	-51.340424	220.30115	100.95829	282.82568	-9.714646	579.7143	706.1	891999	29.266502	30.98592	71.5206	-137.08897	-29.684868	5.5771956	16781.515170812607
224	53.089203	131.58607	285.45123	-88.349144	130.28276	181.24026	279.47775	-97.88645	405.33334	537.5	895999	29.201082	30.90664	58.73376	-125.74387	-29.623014	5.687703	16863.228840351105
225	64.04786	129.61746	283.17142	-103.57081	46.45286	82.40019	278.98975	-26.984707	443.0	440.5	899999	29.445555	30.5723	64.75031	-124.09748	-29.90984	5.7540345	16944.71702027321
226	20.045223	151.75845	277.67706	-108.44821	133.23738	154.18503	276.25235	-83.89511	363.0	589.0	903999	30.13517	30.44472	71.69605	-126.40583	-30.58863	5.862464	17027.593584537506
227	50.64343	153.2157	280.52576	-106.81157	-8.407761	53.311203	114.25725	-81.22952	424.72726	384.0	907999	30.189478	30.128868	79.416176	-126.02251	-30.62279	6.1948986	17109.160188436508
228	-53.43444	89.103905	271.31152	-102.664795	3.0964172	102.36874	164.50835	-104.6731	236.75	503.6	911999	29.76457	30.244797	65.255035	-141.85802	-30.175323	5.698259	17191.589539289474
229	-0.6647499	64.59887	105.624084	-88.5468	32.330177	103.49552	234.56319	-106.81518	416.8	691.3	915999	29.405947	30.331154	64.28425	-128.14093	-29.810717	5.5476065	17275.884528636932
230	106.496376	163.34732	269.6638	-93.82765	224.18155	104.058914	279.07413	0.3382469	591.5	740.7	919999	29.298283	30.467108	61.386234	-132.38246	-29.742205	5.7009697	17360.71070241928
231	69.4236	122.79804	269.7163	-88.47419	225.03012	45.146282	248.215	90.59374	535.7143	981.5	923999	29.700802	30.469255	57.33613	-151.23914	-30.129827	6.0908494	17447.5248837471
232	137.75273	160.64604	270.0766	-90.662186	191.25174	90.65422	244.754	-47.068024	685.6667	925.2	927999	30.04795	30.531189	57.546986	-171.79239	-30.492882	5.477496	17533.34427857399
233	231.71284	10.124998	246.54292	218.38297	279.00137	1.2910037	281.0203	277.4539	1000.0	820.8	931999	29.694374	30.732626	56.508034	-188.19203	-30.076319	5.823127	17618.140254974365
234	156.91399	125.75548	281.7673	-89.19165	174.97128	131.24768	282.28482	-36.873604	647.4286	635.0	935999	28.99786	30.561872	56.28779	-140.48058	-29.364662	5.1826987	17701.38939023018
235	99.69599	147.89651	285.22818	-89.807396	180.2219	145.18982	280.77695	-56.43835	522.5714	695.4	939999	28.411633	30.10598	56.44689	-115.80036	-28.799059	5.9030128	17785.130465507507
236	226.73811	94.32821	287.31613	28.580975	19.749073	66.74149	166.91025	-100.39647	755.1667	378.2	943999	28.059877	29.983994	55.58872	-128.76007	-28.448002	5.5372305	17866.717730760574
237	80.7969	134.77556	285.3147	-90.41337	246.01875	87.231766	287.701	8.026256	486.75	699.1	947999	27.705376	30.20401	68.15229	-122.672905	-28.08266	5.3918657	17951.345214128494
238	284.859	2.0567033	287.52908	281.47437	216.41951	131.7196	282.50415	-87.56192	773.2	665.4	951999	27.375023	30.29838	70.78301	-136.75165	-27.746962	5.6176043	18035.47052669525
239	283.92914	1.769771	285.69577	280.77975	274.6185	1.366985	276.7358	272.92038	781.0	854.5	955999	27.139517	30.006248	65.03748	-142.09154	-27.496555	5.5968475	18120.881477594376
240	217.3189	143.20691	283.77316	-102.86537	249.45938	82.669556	278.142	1.4580759	677.8333	770.9	959999	26.58583	29.866507	58.031693	-145.06213	-26.937462	5.1881757	18205.252737760544
241	32.179943	142.92468	279.9235	-117.51992	-73.25627	111.79858	262.13943	-110.610306	394.8	128.4	963999	26.536865	29.417757	62.129047	-139.00943	-26.933775	5.264456	18284.42687368393
242	35.927696	105.27944	283.44836	-95.49604	132.14574	104.27414	282.55136	-19.719582	423.4	608.1	967999	26.947477	29.244318	57.454502	-139.09633	-27.322548	5.1818533	18367.481234788895
243	120.46075	159.83795	284.93973	-113.702286	-30.902561	29.928167	28.94325	-94.96454	530.5714	290.9	971999	26.64295	29.446684	52.897343	-144.85481	-26.992483	4.965671	18447.70523929596
244	90.877914	93.651276	282.40442	-17.677757	18.636307	49.29599	97.737595	-38.829304	525.125	378.7	975999	26.109095	29.588575	54.35422	-137.31633	-26.452198	4.983554	18528.479472875595
245	22.566126	91.532234	283.8039	-80.53433	-21.842102	40.553337	51.824577	-78.56781	362.36365	301.6	979999	26.20341	29.622158	51.44163	-144.45767	-26.599848	5.03066	18607.57705140114
246	-17.795586	68.6184	160.09982	-79.446175	169.73398	148.30475	284.3973	-97.406494	300.16666	583.6	983999	26.783735	29.94817	71.06282	-151.27888	-27.169813	4.9944367	18688.921822547913
247	195.41798	128.14165	287.18707	-16.759811	215.20772	132.54666	281.55374	-94.90986	638.0	675.7	987999	27.04646	30.32567	58.67679	-162.20236	-27.412687	5.059351	18771.08953499794
248	150.15881	149.62689	285.36697	-75.40328	213.19104	144.47902	286.64786	-80.05272	572.0	626.8	991999	27.294765	30.46179	52.823387	-172.11806	-27.67009	5.5858145	18852.843005895615
249	117.14373	108.513565	283.79755	-98.25349	254.34592	76.645035	282.14838	24.430487	586.5714	746.9	995999	27.180387	30.621195	54.59807	-151.98543	-27.541323	5.2654095	18935.330347537994
250	132.94804	123.38513	286.3476	-44.50604	-19.01622	116.617455	281.7757	-106.713776	575.6667	274.6	999999	27.472443	30.383364	52.652397	-131.17728	-27.863194	4.8958106	19014.02739572525
